seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	10326592	10326615	24	*	X07168	133	10326642	10328923	2282	+	26	upstream	26	ADM
chr11	10562574	10562841	268	*	X07169	100129827	10562783	10621479	58697	+	0	overlapStart	0	IRAG1-AS1
chr11	10562574	10562841	268	*	X07169	50862	10533225	10562774	29550	-	0	overlapStart	0	RNF141
chr11	10772587	10772912	326	*	X07170	9646	10772811	10801290	28480	+	0	overlapStart	0	CTR9
chr11	10830658	10830824	167	*	X07173	1982	10818593	10830582	11990	-	75	upstream	75	EIF4G2
chr11	10879291	10879306	16	*	X07174	729013	10879764	10900823	21060	+	457	upstream	457	ZBED5-AS1
chr11	10879331	10879405	75	*	X07175	58486	10833621	10879620	46000	-	0	inside	214	ZBED5
chr11	10879331	10879405	75	*	X07175	729013	10879764	10900823	21060	+	358	upstream	358	ZBED5-AS1
chr11	10879792	10879867	76	*	X07176	58486	10833621	10879620	46000	-	171	upstream	171	ZBED5
chr11	10879792	10879867	76	*	X07176	729013	10879764	10900823	21060	+	0	inside	27	ZBED5-AS1
chr11	13983976	13984188	213	*	X07184	10418	13984184	14289679	305496	+	0	overlapStart	0	SPON1
chr11	14521302	14521472	171	*	X07185	1315	14479049	14521441	42393	-	0	overlapStart	0	COPB1
chr11	16760417	16760442	26	*	X07190	10944	16760148	16779901	19754	+	0	inside	268	C11orf58
chr11	16760417	16760442	26	*	X07190	55553	15987995	16760190	772196	-	226	upstream	226	SOX6
chr11	17099083	17099129	47	*	X07192	6207	17095939	17099220	3282	-	0	inside	90	RPS13
chr11	17099147	17099200	54	*	X07193	6207	17095939	17099220	3282	-	0	inside	19	RPS13
chr11	17756174	17756266	93	*	X07194	3746	17757495	17804602	47108	+	1228	upstream	1228	KCNC1
chr11	18127450	18127747	298	*	X07195	113174	18101890	18127638	25749	-	0	overlapStart	0	SAAL1
chr11	18343610	18343623	14	*	X07196	11234	18300217	18343721	43505	-	0	inside	97	HPS5
chr11	18343610	18343623	14	*	X07196	2965	18343816	18388590	44775	+	192	upstream	192	GTF2H1
chr11	18343692	18343736	45	*	X07197	11234	18300217	18343721	43505	-	0	overlapStart	0	HPS5
chr11	18343692	18343736	45	*	X07197	2965	18343816	18388590	44775	+	79	upstream	79	GTF2H1
chr11	18343768	18343778	11	*	X07198	11234	18300217	18343721	43505	-	46	upstream	46	HPS5
chr11	18343768	18343778	11	*	X07198	2965	18343816	18388590	44775	+	37	upstream	37	GTF2H1
chr11	18343991	18344151	161	*	X07199	11234	18300217	18343721	43505	-	269	upstream	269	HPS5
chr11	18343991	18344151	161	*	X07199	2965	18343816	18388590	44775	+	0	inside	174	GTF2H1
chr11	18415935	18416358	424	*	X07200	3939	18415936	18429765	13830	+	0	overlapStart	0	LDHA
chr11	18548222	18548275	54	*	X07202	7251	18501858	18548503	46646	-	0	inside	227	TSG101
chr11	18548323	18548490	168	*	X07203	7251	18501858	18548503	46646	-	0	inside	12	TSG101
chr11	18610189	18610258	70	*	X07204	55293	18552950	18610293	57344	-	0	inside	34	UEVLD
chr11	18610355	18610447	93	*	X07205	55293	18552950	18610293	57344	-	61	upstream	61	UEVLD
chr11	20408860	20408994	135	*	X07209	10196	20409076	20530879	121804	+	81	upstream	81	PRMT3
chr11	20409011	20409029	19	*	X07210	10196	20409076	20530879	121804	+	46	upstream	46	PRMT3
chr11	20409235	20409318	84	*	X07211	10196	20409076	20530879	121804	+	0	inside	158	PRMT3
chr11	22851252	22851310	59	*	X07213	258010	22843598	22851382	7785	-	0	inside	71	SVIP
chr11	27384570	27384675	106	*	X07214	91057	27360061	27384795	24735	-	0	inside	119	CCDC34
chr11	27384704	27384730	27	*	X07215	91057	27360061	27384795	24735	-	0	inside	64	CCDC34
chr11	27384757	27384779	23	*	X07216	91057	27360061	27384795	24735	-	0	inside	15	CCDC34
chr11	27494062	27494091	30	*	X07217	55366	27387508	27494334	106827	-	0	inside	242	LGR4
chr11	28131639	28132001	363	*	X07218	81930	28042163	28129746	87584	-	1892	upstream	1892	KIF18A
chr11	30344477	30344840	364	*	X07219	120534	30344649	30359165	14517	+	0	overlapStart	0	ARL14EP
chr11	31391200	31391561	362	*	X07222	120526	31391377	31454382	63006	+	0	overlapStart	0	DNAJC24
chr11	31391200	31391561	362	*	X07222	341019	30964749	31391357	426609	-	0	overlapStart	0	DCDC1
chr11	32605309	32605495	187	*	X07224	10480	32605313	32624037	18725	+	0	overlapStart	0	EIF3M
chr11	33757842	33757901	60	*	X07229	966	33724556	33758025	33470	-	0	inside	123	CD59
chr11	34126915	34127355	441	*	X07232	55226	34127111	34168458	41348	+	0	overlapStart	0	NAT10
chr11	34379402	34379523	122	*	X07234	25841	34172534	34379555	207022	-	0	inside	31	ABTB2
chr11	34379850	34379859	10	*	X07235	25841	34172534	34379555	207022	-	294	upstream	294	ABTB2
chr11	34938157	34938292	136	*	X07236	51074	34896714	34937939	41226	-	217	upstream	217	APIP
chr11	35160715	35160953	239	*	X07237	960	35160417	35253949	93533	+	0	inside	297	CD44
chr11	35684329	35684361	33	*	X07240	54765	35684353	35830930	146578	+	0	overlapStart	0	TRIM44
chr11	35684412	35684874	463	*	X07241	54765	35684353	35830930	146578	+	0	inside	58	TRIM44
chr11	35965842	35966039	198	*	X07242	143458	35965612	36252841	287230	+	0	inside	229	LDLRAD3
chr11	36310845	36311183	339	*	X07243	29099	36293842	36310999	17158	-	0	overlapStart	0	COMMD9
chr11	36531621	36531945	325	*	X07248	7189	36505317	36531863	26547	-	0	overlapStart	0	TRAF6
chr11	36615806	36616198	393	*	X07249	119710	36616043	36696390	80348	+	0	overlapStart	0	IFTAP
chr11	43333508	43333700	193	*	X07250	8539	43333505	43366080	32576	+	0	inside	2	API5
chr11	43380360	43380837	478	*	X07251	55761	43380435	43516483	136049	+	0	overlapStart	0	TTC17
chr11	43902059	43902619	561	*	X07254	221120	43902357	43941825	39469	+	0	overlapStart	0	ALKBH3
chr11	46142866	46143037	172	*	X07264	51317	45950870	46142985	192116	-	0	overlapStart	0	PHF21A
chr11	46143455	46143472	18	*	X07265	51317	45950870	46142985	192116	-	469	upstream	469	PHF21A
chr11	46615472	46615737	266	*	X07274	55626	46417962	46615619	197658	-	0	overlapStart	0	AMBRA1
chr11	46638818	46639038	221	*	X07275	283254	46624856	46638777	13922	-	40	upstream	40	HARBI1
chr11	46638818	46639038	221	*	X07275	9776	46638826	46697568	58743	+	0	overlapStart	0	ATG13
chr11	46639116	46639185	70	*	X07276	283254	46624856	46638777	13922	-	338	upstream	338	HARBI1
chr11	46639116	46639185	70	*	X07276	9776	46638826	46697568	58743	+	0	inside	289	ATG13
chr11	46722081	46722628	548	*	X07277	392	46698625	46722215	23591	-	0	overlapStart	0	ARHGAP1
chr11	46722081	46722628	548	*	X07277	79797	46722317	46727466	5150	+	0	overlapStart	0	ZNF408
chr11	46867795	46867827	33	*	X07278	100507401	46867962	46895967	28006	+	134	upstream	134	LRP4-AS1
chr11	46867795	46867827	33	*	X07278	9793	46765084	46867859	102776	-	0	inside	31	CKAP5
chr11	46867871	46867909	39	*	X07279	100507401	46867962	46895967	28006	+	52	upstream	52	LRP4-AS1
chr11	46867871	46867909	39	*	X07279	9793	46765084	46867859	102776	-	11	upstream	11	CKAP5
chr11	46958039	46958408	370	*	X07280	79096	46958240	47185931	227692	+	0	overlapStart	0	C11orf49
chr11	47198377	47198464	88	*	X07281	84364	47185849	47198676	12828	-	0	inside	211	ARFGAP2
chr11	47270186	47270742	557	*	X07282	53	47260853	47270457	9605	-	0	overlapStart	0	ACP2
chr11	47270755	47270776	22	*	X07283	53	47260853	47270457	9605	-	297	upstream	297	ACP2
chr11	47291121	47291137	17	*	X07284	8567	47290927	47351582	60656	+	0	inside	193	MADD
chr11	47447697	47447992	296	*	X07289	5702	47440320	47448024	7705	-	0	inside	31	PSMC3
chr11	47448711	47448723	13	*	X07290	5702	47440320	47448024	7705	-	686	upstream	686	PSMC3
chr11	47574627	47574735	109	*	X07291	10658	47487489	47574792	87304	-	0	inside	56	CELF1
chr11	47574865	47574878	14	*	X07292	10658	47487489	47574792	87304	-	72	upstream	72	CELF1
chr11	47587171	47587181	11	*	X07293	114971	47586982	47595013	8032	+	0	inside	188	PTPMT1
chr11	47587171	47587181	11	*	X07293	4722	47586982	47606115	19134	+	0	inside	188	NDUFS3
chr11	47587206	47587216	11	*	X07294	114971	47586982	47595013	8032	+	0	inside	223	PTPMT1
chr11	47587206	47587216	11	*	X07294	4722	47586982	47606115	19134	+	0	inside	223	NDUFS3
chr11	47600309	47600815	507	*	X07295	55709	47593749	47600567	6819	-	0	overlapStart	0	KBTBD4
chr11	47663892	47663918	27	*	X07296	23788	47638858	47664206	25349	-	0	inside	287	MTCH2
chr11	47663973	47664091	119	*	X07297	23788	47638858	47664206	25349	-	0	inside	114	MTCH2
chr11	47788736	47788877	142	*	X07298	23360	47738069	47788993	50925	-	0	inside	115	FNBP4
chr11	57092619	57092714	96	*	X07302	85456	57067103	57092413	25311	-	205	upstream	205	TNKS1BP1
chr11	57092787	57092816	30	*	X07303	85456	57067103	57092413	25311	-	373	upstream	373	TNKS1BP1
chr11	57103187	57103484	298	*	X07304	6749	57093459	57103351	9893	-	0	overlapStart	0	SSRP1
chr11	57227255	57227265	11	*	X07305	349667	57228339	57244384	16046	+	1073	upstream	1073	RTN4RL2
chr11	57227345	57227531	187	*	X07306	349667	57228339	57244384	16046	+	807	upstream	807	RTN4RL2
chr11	57425189	57425207	19	*	X07310	10978	57425216	57429337	4122	+	8	upstream	8	CLP1
chr11	57435581	57435599	19	*	X07311	25921	57435474	57468659	33186	+	0	inside	106	ZDHHC5
chr11	57435723	57435738	16	*	X07312	25921	57435474	57468659	33186	+	0	inside	248	ZDHHC5
chr11	57508628	57509133	506	*	X07313	280636	57508722	57510883	2162	+	0	overlapStart	0	SELENOH
chr11	58345662	58345687	26	*	X07314	386607	58346587	58393205	46619	+	899	upstream	899	ZFP91-CNTF
chr11	58345662	58345687	26	*	X07314	80829	58346587	58389023	42437	+	899	upstream	899	ZFP91
chr11	58345662	58345687	26	*	X07314	9404	58294344	58345693	51350	-	0	inside	5	LPXN
chr11	58345703	58345785	83	*	X07315	386607	58346587	58393205	46619	+	801	upstream	801	ZFP91-CNTF
chr11	58345703	58345785	83	*	X07315	80829	58346587	58389023	42437	+	801	upstream	801	ZFP91
chr11	58345703	58345785	83	*	X07315	9404	58294344	58345693	51350	-	9	upstream	9	LPXN
chr11	58347072	58347264	193	*	X07316	9404	58294344	58345693	51350	-	1378	upstream	1378	LPXN
chr11	58874100	58874206	107	*	X07317	374393	58874658	58894888	20231	+	451	upstream	451	FAM111B
chr11	59436330	59436340	11	*	X07324	219988	59404192	59436511	32320	-	0	inside	170	PATL1
chr11	59522310	59522818	509	*	X07325	6809	59522532	59573355	50824	+	0	overlapStart	0	STX3
chr11	59578067	59578467	401	*	X07326	54948	59573608	59578345	4738	-	0	overlapStart	0	MRPL16
chr11	60609233	60609245	13	*	X07327	79080	60609429	60618561	9133	+	183	upstream	183	CCDC86
chr11	60609403	60609641	239	*	X07328	79080	60609429	60618561	9133	+	0	overlapStart	0	CCDC86
chr11	60928894	60929169	276	*	X07329	55048	60897728	60928916	31189	-	0	overlapStart	0	VPS37C
chr11	61100435	61100627	193	*	X07330	26007	61100654	61116231	15578	+	26	upstream	26	TKFC
chr11	61100723	61100786	64	*	X07331	26007	61100654	61116231	15578	+	0	inside	68	TKFC
chr11	61129248	61129353	106	*	X07332	51524	61129473	61136975	7503	+	119	upstream	119	TMEM138
chr11	61129529	61129880	352	*	X07333	220002	61116220	61129755	13536	-	0	overlapStart	0	CYB561A3
chr11	61129529	61129880	352	*	X07333	51524	61129473	61136975	7503	+	0	inside	55	TMEM138
chr11	61159987	61160161	175	*	X07334	51259	61159832	61166335	6504	+	0	inside	154	TMEM216
chr11	61197353	61197407	55	*	X07335	54949	61197597	61214239	16643	+	189	upstream	189	SDHAF2
chr11	61197353	61197407	55	*	X07335	79869	61170120	61197464	27345	-	0	inside	56	CPSF7
chr11	61197552	61197712	161	*	X07336	54949	61197597	61214239	16643	+	0	overlapStart	0	SDHAF2
chr11	61197552	61197712	161	*	X07336	79869	61170120	61197464	27345	-	87	upstream	87	CPSF7
chr11	61276504	61276734	231	*	X07337	390205	61276272	61278490	2219	+	0	inside	231	LRRC10B
chr11	61348893	61349047	155	*	X07340	9066	61281188	61348344	67157	-	548	upstream	548	SYT7
chr11	61447721	61447909	189	*	X07343	747	61447905	61514474	66570	+	0	overlapStart	0	DAGLA
chr11	61560279	61560376	98	*	X07344	2237	61560109	61564714	4606	+	0	inside	169	FEN1
chr11	61560279	61560376	98	*	X07344	693196	61559967	61560033	67	-	245	upstream	245	MIR611
chr11	61560279	61560376	98	*	X07344	746	61556602	61560085	3484	-	193	upstream	193	TMEM258
chr11	61560454	61560468	15	*	X07345	693196	61559967	61560033	67	-	420	upstream	420	MIR611
chr11	61560454	61560468	15	*	X07345	746	61556602	61560085	3484	-	368	upstream	368	TMEM258
chr11	62314172	62314189	18	*	X07349	79026	62201014	62314332	113319	-	0	inside	142	AHNAK
chr11	62358905	62359066	162	*	X07351	64852	62342517	62359109	16593	-	0	inside	42	TUT1
chr11	62359164	62359257	94	*	X07352	64852	62342517	62359109	16593	-	54	upstream	54	TUT1
chr11	62420587	62421055	469	*	X07353	80789	62414320	62420774	6455	-	0	overlapStart	0	INTS5
chr11	62432636	62432659	24	*	X07354	692158	62432894	62433042	149	+	234	upstream	234	SNORA57
chr11	62432636	62432659	24	*	X07354	751071	62432779	62435954	3176	+	119	upstream	119	CSKMT
chr11	62439022	62439297	276	*	X07355	79081	62430289	62439241	8953	-	0	overlapStart	0	LBHD1
chr11	62439022	62439297	276	*	X07355	790955	62439126	62441162	2037	+	0	overlapStart	0	UQCC3
chr11	62476990	62477168	179	*	X07356	26580	62457734	62477091	19358	-	0	overlapStart	0	BSCL2
chr11	62494558	62494943	386	*	X07357	100534595	62457734	62494857	37124	-	0	overlapStart	0	HNRNPUL2-BSCL2
chr11	62494558	62494943	386	*	X07357	221092	62480097	62494857	14761	-	0	overlapStart	0	HNRNPUL2
chr11	62494558	62494943	386	*	X07357	283237	62495584	62506108	10525	+	640	upstream	640	TTC9C
chr11	62559350	62559530	181	*	X07358	79064	62557787	62559486	1700	-	0	overlapStart	0	TMEM223
chr11	62559750	62559789	40	*	X07359	79064	62557787	62559486	1700	-	263	upstream	263	TMEM223
chr11	62573080	62573112	33	*	X07360	10482	62559598	62572964	13367	-	115	upstream	115	NXF1
chr11	62609271	62609469	199	*	X07362	54663	62600383	62609281	8899	-	0	overlapStart	0	WDR74
chr11	63439263	63439420	158	*	X07365	25923	63396437	63439444	43008	-	0	inside	23	ATL3
chr11	63438824	63439176	353	*	X07366	25923	63396437	63439444	43008	-	0	inside	267	ATL3
chr11	63536046	63536061	16	*	X07367	65998	63527364	63536113	8750	-	0	inside	51	C11orf95
chr11	63536320	63536389	70	*	X07368	65998	63527364	63536113	8750	-	206	upstream	206	C11orf95
chr11	63536412	63536444	33	*	X07369	65998	63527364	63536113	8750	-	298	upstream	298	C11orf95
chr11	63606687	63606735	49	*	X07370	2011	63606400	63678492	72093	+	0	inside	286	MARK2
chr11	63684562	63684709	148	*	X07372	283248	63678693	63684316	5624	-	245	upstream	245	RCOR2
chr11	63685785	63685866	82	*	X07373	283248	63678693	63684316	5624	-	1468	upstream	1468	RCOR2
chr11	63706456	63706514	59	*	X07374	79829	63706442	63724446	18005	+	0	inside	13	NAA40
chr11	63706527	63706621	95	*	X07375	79829	63706442	63724446	18005	+	0	inside	84	NAA40
chr11	63933323	63933380	58	*	X07380	28992	63766030	63933585	167556	-	0	inside	204	MACROD1
chr11	63933402	63933416	15	*	X07381	28992	63766030	63933585	167556	-	0	inside	168	MACROD1
chr11	63933536	63933785	250	*	X07382	28992	63766030	63933585	167556	-	0	overlapStart	0	MACROD1
chr11	64014888	64015114	227	*	X07383	26472	64011951	64014413	2463	-	474	upstream	474	PPP1R14B
chr11	64053035	64053188	154	*	X07386	572	64037300	64052176	14877	-	858	upstream	858	BAD
chr11	64053300	64053378	79	*	X07387	572	64037300	64052176	14877	-	1123	upstream	1123	BAD
chr11	64072623	64072735	113	*	X07388	2101	64073044	64084210	11167	+	308	upstream	308	ESRRA
chr11	64085715	64085726	12	*	X07389	25824	64085560	64089295	3736	+	0	inside	154	PRDX5
chr11	64085715	64085726	12	*	X07389	51504	64084165	64085033	869	-	681	upstream	681	TRMT112
chr11	64085778	64085794	17	*	X07390	25824	64085560	64089295	3736	+	0	inside	217	PRDX5
chr11	64085778	64085794	17	*	X07390	51504	64084165	64085033	869	-	744	upstream	744	TRMT112
chr11	64126546	64126582	37	*	X07392	8986	64126625	64139687	13063	+	42	upstream	42	RPS6KA4
chr11	64578497	64578656	160	*	X07393	4221	64570986	64578766	7781	-	0	inside	109	MEN1
chr11	64611908	64612043	136	*	X07394	55561	64591662	64612041	20380	-	0	overlapStart	0	CDC42BPG
chr11	64612058	64612073	16	*	X07395	55561	64591662	64612041	20380	-	16	upstream	16	CDC42BPG
chr11	64684516	64684649	134	*	X07398	23130	64662004	64684722	22719	-	0	inside	72	ATG2A
chr11	64692012	64692132	121	*	X07399	5526	64692143	64701950	9808	+	10	upstream	10	PPP2R5B
chr11	64692194	64692312	119	*	X07400	5526	64692143	64701950	9808	+	0	inside	50	PPP2R5B
chr11	64692324	64692446	123	*	X07401	5526	64692143	64701950	9808	+	0	inside	180	PPP2R5B
chr11	64851691	64851705	15	*	X07403	113130	64844927	64851615	6689	-	75	upstream	75	CDCA5
chr11	64851691	64851705	15	*	X07403	7542	64851694	64855874	4181	+	0	overlapStart	0	ZFPL1
chr11	64863389	64863769	381	*	X07404	738	64863587	64879332	15746	+	0	overlapStart	0	VPS51
chr11	64884908	64885110	203	*	X07405	741	64883875	64885170	1296	-	0	inside	59	ZNHIT2
chr11	64889631	64889708	78	*	X07406	2197	64888099	64889672	1574	-	0	overlapStart	0	FAU
chr11	64889631	64889708	78	*	X07406	740	64889655	64894841	5187	+	0	overlapStart	0	MRPL49
chr11	64889859	64889919	61	*	X07407	2197	64888099	64889672	1574	-	186	upstream	186	FAU
chr11	64889859	64889919	61	*	X07407	740	64889655	64894841	5187	+	0	inside	203	MRPL49
chr11	64901965	64902165	201	*	X07408	84447	64894751	64902003	7253	-	0	overlapStart	0	SYVN1
chr11	65029389	65029448	60	*	X07409	23649	65029432	65065088	35657	+	0	overlapStart	0	POLA2
chr11	65154112	65154165	54	*	X07410	83786	65154041	65180995	26955	+	0	inside	70	FRMD8
chr11	65264858	65264868	11	*	X07413	378938	65265233	65273939	8707	+	364	upstream	364	MALAT1
chr11	65264881	65264915	35	*	X07414	378938	65265233	65273939	8707	+	317	upstream	317	MALAT1
chr11	65292598	65292952	355	*	X07415	57410	65292548	65306182	13635	+	0	inside	49	SCYL1
chr11	65383314	65383384	71	*	X07417	399909	65383783	65404910	21128	+	398	upstream	398	PCNX3
chr11	65383314	65383384	71	*	X07417	4296	65365226	65381720	16495	-	1593	upstream	1593	MAP3K11
chr11	65383396	65383463	68	*	X07418	399909	65383783	65404910	21128	+	319	upstream	319	PCNX3
chr11	65383396	65383463	68	*	X07418	4296	65365226	65381720	16495	-	1675	upstream	1675	MAP3K11
chr11	65430300	65430424	125	*	X07420	5970	65421067	65430443	9377	-	0	inside	18	RELA
chr11	65430567	65430609	43	*	X07421	5970	65421067	65430443	9377	-	123	upstream	123	RELA
chr11	65479388	65479753	366	*	X07422	10524	65479473	65487077	7605	+	0	overlapStart	0	KAT5
chr11	65487891	65488303	413	*	X07423	84153	65485144	65488409	3266	-	0	inside	105	RNASEH2C
chr11	65554002	65554076	75	*	X07425	5017	65554505	65564690	10186	+	428	upstream	428	OVOL1
chr11	65686150	65686172	23	*	X07431	10589	65686728	65689048	2321	+	555	upstream	555	DRAP1
chr11	65686814	65686956	143	*	X07432	10589	65686728	65689048	2321	+	0	inside	85	DRAP1
chr11	65686814	65686956	143	*	X07432	83638	65684283	65686531	2249	-	282	upstream	282	C11orf68
chr11	65686995	65687024	30	*	X07433	10589	65686728	65689048	2321	+	0	inside	266	DRAP1
chr11	65686995	65687024	30	*	X07433	83638	65684283	65686531	2249	-	463	upstream	463	C11orf68
chr11	65728999	65729010	12	*	X07434	9092	65729160	65747607	18448	+	149	upstream	149	SART1
chr11	65729029	65729301	273	*	X07435	9092	65729160	65747607	18448	+	0	overlapStart	0	SART1
chr11	65769462	65769957	496	*	X07436	84285	65764016	65769637	5622	-	0	overlapStart	0	EIF1AD
chr11	65769462	65769957	496	*	X07436	8815	65769550	65771617	2068	+	0	overlapStart	0	BANF1
chr11	65819766	65819794	29	*	X07437	10992	65819816	65836382	16567	+	21	upstream	21	SF3B2
chr11	65819807	65819872	66	*	X07438	10992	65819816	65836382	16567	+	0	overlapStart	0	SF3B2
chr11	65819907	65819925	19	*	X07439	10992	65819816	65836382	16567	+	0	inside	90	SF3B2
chr11	66036162	66036204	43	*	X07443	81876	66036056	66044963	8908	+	0	inside	105	RAB1B
chr11	66115417	66115861	445	*	X07444	11041	66112843	66115161	2319	-	255	upstream	255	B4GAT1
chr11	66335885	66335960	76	*	X07449	8722	66330935	66336047	5113	-	0	inside	86	CTSF
chr11	66335975	66336286	312	*	X07450	8722	66330935	66336047	5113	-	0	overlapStart	0	CTSF
chr11	66336308	66336337	30	*	X07451	8722	66330935	66336047	5113	-	260	upstream	260	CTSF
chr11	66360700	66360717	18	*	X07452	55231	66357640	66360554	2915	-	145	upstream	145	CCDC87
chr11	66360700	66360717	18	*	X07452	9973	66360690	66373490	12801	+	0	inside	9	CCS
chr11	66384128	66384142	15	*	X07453	100526737	66384053	66413944	29892	+	0	inside	74	RBM14-RBM4
chr11	66384128	66384142	15	*	X07453	10432	66384053	66397397	13345	+	0	inside	74	RBM14
chr11	66445123	66445357	235	*	X07455	83759	66432470	66445275	12806	-	0	overlapStart	0	RBM4B
chr11	66445479	66445599	121	*	X07456	83759	66432470	66445275	12806	-	203	upstream	203	RBM4B
chr11	66610869	66610880	12	*	X07458	9986	66610883	66614003	3121	+	2	upstream	2	RCE1
chr11	66624132	66624187	56	*	X07459	78999	66624876	66627946	3071	+	688	upstream	688	LRFN4
chr11	66624204	66624312	109	*	X07460	78999	66624876	66627946	3071	+	563	upstream	563	LRFN4
chr11	66725680	66725703	24	*	X07461	5091	66615997	66725847	109851	-	0	inside	143	PC
chr11	66886775	66886943	169	*	X07463	22992	66886740	67025550	138811	+	0	inside	34	KDM2A
chr11	67159335	67159376	42	*	X07464	5883	67159423	67165883	6461	+	46	upstream	46	RAD9A
chr11	67195859	67195888	30	*	X07465	6199	67195935	67202879	6945	+	46	upstream	46	RPS6KB2
chr11	67195945	67195978	34	*	X07466	6199	67195935	67202879	6945	+	0	inside	9	RPS6KB2
chr11	67236605	67236691	87	*	X07467	80194	67231819	67236748	4930	-	0	inside	56	TMEM134
chr11	67236807	67236836	30	*	X07468	80194	67231819	67236748	4930	-	58	upstream	58	TMEM134
chr11	67351265	67351287	23	*	X07470	2950	67351066	67354124	3059	+	0	inside	198	GSTP1
chr11	67374243	67374256	14	*	X07472	4723	67374323	67380012	5690	+	66	upstream	66	NDUFV1
chr11	67374331	67374386	56	*	X07473	4723	67374323	67380012	5690	+	0	inside	7	NDUFV1
chr11	67771510	67771818	309	*	X07475	81622	67758575	67771593	13019	-	0	overlapStart	0	UNC93B1
chr11	67980919	67980972	54	*	X07476	51111	67923507	67981068	57562	-	0	inside	95	KMT5B
chr11	67980985	67981604	620	*	X07477	51111	67923507	67981068	57562	-	0	overlapStart	0	KMT5B
chr11	68227512	68227574	63	*	X07478	55291	68228186	68382801	154616	+	611	upstream	611	PPP6R3
chr11	68518924	68518950	27	*	X07479	9633	68474908	68518988	44081	-	0	inside	37	TESMIN
chr11	68671105	68671600	496	*	X07480	219927	68658746	68671303	12558	-	0	overlapStart	0	MRPL21
chr11	68671105	68671600	496	*	X07480	3508	68671319	68708069	36751	+	0	overlapStart	0	IGHMBP2
chr11	69489993	69490276	284	*	X07486	220064	69471368	69490165	18798	-	0	overlapStart	0	LTO1
chr11	69490295	69490331	37	*	X07487	220064	69471368	69490165	18798	-	129	upstream	129	LTO1
chr11	69490352	69490366	15	*	X07488	220064	69471368	69490165	18798	-	186	upstream	186	LTO1
chr11	71163968	71163984	17	*	X07489	55191	71164217	71212581	48365	+	232	upstream	232	NADSYN1
chr11	71164009	71164033	25	*	X07490	55191	71164217	71212581	48365	+	183	upstream	183	NADSYN1
chr11	71164276	71164290	15	*	X07491	55191	71164217	71212581	48365	+	0	inside	58	NADSYN1
chr11	71639787	71639848	62	*	X07492	100133315	71576555	71639493	62939	-	293	upstream	293	LOC100133315
chr11	71639787	71639848	62	*	X07492	55298	71639768	71708643	68876	+	0	inside	18	RNF121
chr11	71639974	71640044	71	*	X07493	100133315	71576555	71639493	62939	-	480	upstream	480	LOC100133315
chr11	71639974	71640044	71	*	X07493	55298	71639768	71708643	68876	+	0	inside	205	RNF121
chr11	71640101	71640261	161	*	X07494	100133315	71576555	71639493	62939	-	607	upstream	607	LOC100133315
chr11	71640350	71640419	70	*	X07495	100133315	71576555	71639493	62939	-	856	upstream	856	LOC100133315
chr11	71814130	71814248	119	*	X07497	55004	71808338	71814433	6096	-	0	inside	184	LAMTOR1
chr11	72145200	72145641	442	*	X07498	81570	72003470	72145724	142255	-	0	inside	82	CLPB
chr11	72504813	72504865	53	*	X07499	10809	72465774	72504750	38977	-	62	upstream	62	STARD10
chr11	72504813	72504865	53	*	X07499	116985	72396114	72504750	108637	-	62	upstream	62	ARAP1
chr11	72504896	72504989	94	*	X07500	10809	72465774	72504750	38977	-	145	upstream	145	STARD10
chr11	72504896	72504989	94	*	X07500	116985	72396114	72504750	108637	-	145	upstream	145	ARAP1
chr11	72505194	72505205	12	*	X07501	10809	72465774	72504750	38977	-	443	upstream	443	STARD10
chr11	72505194	72505205	12	*	X07501	116985	72396114	72504750	108637	-	443	upstream	443	ARAP1
chr11	72853652	72853998	347	*	X07503	9873	72547790	72853143	305354	-	508	upstream	508	FCHSD2
chr11	73087540	73087576	37	*	X07505	84957	73087405	73108519	21115	+	0	inside	134	RELT
chr11	73309573	73309730	158	*	X07509	23201	73117028	73309228	192201	-	344	upstream	344	FAM168A
chr11	73472007	73472081	75	*	X07510	5870	73386683	73472201	85519	-	0	inside	119	RAB6A
chr11	73498779	73499259	481	*	X07511	51642	73498917	73575656	76740	+	0	overlapStart	0	MRPL48
chr11	73587686	73587711	26	*	X07512	51287	73583713	73587890	4178	-	0	inside	178	COA4
chr11	73587686	73587711	26	*	X07512	80227	73587744	73638781	51038	+	32	upstream	32	PAAF1
chr11	73587734	73587843	110	*	X07513	51287	73583713	73587890	4178	-	0	inside	46	COA4
chr11	73587734	73587843	110	*	X07513	80227	73587744	73638781	51038	+	0	overlapStart	0	PAAF1
chr11	73693679	73693884	206	*	X07514	7351	73685716	73693889	8174	-	0	inside	4	UCP2
chr11	74109667	74109900	234	*	X07515	283209	74041361	74109502	68142	-	164	upstream	164	PGM2L1
chr11	74204518	74204542	25	*	X07519	387787	74202923	74204755	1833	-	0	inside	212	LIPT2
chr11	74204573	74204643	71	*	X07520	387787	74202923	74204755	1833	-	0	inside	111	LIPT2
chr11	74204692	74204703	12	*	X07521	387787	74202923	74204755	1833	-	0	inside	51	LIPT2
chr11	74660035	74660393	359	*	X07522	143570	74518784	74660232	141449	-	0	overlapStart	0	XRRA1
chr11	74660035	74660393	359	*	X07522	9789	74660292	74690076	29785	+	0	overlapStart	0	SPCS2
